ID,FoodGroup,Descrip,CommonName,MfgName,ScientificName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
6405,"Soups, Sauces, and Gravies","CAMPBELL'S CHUNKY, HEALTHY REQUEST Chicken Noodle Soup",No name,Campbell Soup Co.,No name,41.0,2.97,0.97,5.88,1.12,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.34,8.0,0.0,36.0,0.0,0.47
9128,Fruits and Fruit Juices,"Grapefruit juice, white, raw",No name,No name,No name,39.0,0.5,0.1,9.2,9.1,0.1,1.0,0.044,0.0,38.0,0.22,10.0,0.2,0.02,0.04,9.0,0.033,0.2,12.0,0.02,15.0,0.1,0.05
21435,Fast Foods,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with breading",KFC,Kentucky Fried Chicken,No name,239.0,22.3,14.22,5.39,0.0,0.0,0.0,0.221,0.54,0.0,0.0,0.0,4.993,0.213,0.041,29.0,0.08,0.97,23.0,0.135,211.0,25.5,1.96
16570,Legumes and Legume Products,"GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared",No name,"Kellogg, Co.",No name,149.0,6.5,3.9,22.0,3.6,6.1,0.0,0.1,0.0,0.0,0.0,31.0,0.9,0.0,0.1,49.0,0.0,2.4,42.0,0.0,110.0,0.0,0.7
14621,Beverages,"V8 V. FUSION Juices, Strawberry Banana",No name,Campbell Soup Co.,No name,49.0,0.41,0.0,11.79,10.16,0.0,0.0,0.016,0.0,24.4,0.55,0.0,0.0,0.0,0.0,8.0,0.0,0.15,7.0,0.0,0.0,0.0,0.0
16420,Legumes and Legume Products,"Soy protein concentrate, produced by acid wash",No name,No name,No name,331.0,58.13,0.46,30.91,20.0,5.5,0.0,0.134,0.0,0.0,0.0,340.0,0.716,0.142,0.316,363.0,0.976,10.78,140.0,4.19,839.0,0.8,4.4
21313,Fast Foods,"McDONALD'S, Hot Mustard Sauce",No name,McDonald's Corporation,No name,190.0,2.6,7.31,29.08,21.76,5.0,0.0,0.06,0.23,0.0,0.86,0.0,0.402,0.056,0.048,32.0,0.037000000000000005,0.86,24.0,0.22,57.0,0.0,0.36
21426,Fast Foods,"KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed",KFC,Kentucky Fried Chicken,No name,175.0,26.3,7.66,0.11,0.0,0.0,0.0,0.248,0.64,0.0,0.0,0.0,5.277,0.264,0.05,16.0,0.083,1.04,23.0,0.056,223.0,30.9,2.5
28076,Baked Products,"KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dark Chocolate",No name,"Kellogg, Co.",No name,506.0,4.4,26.5,64.7,33.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.12,0.22,0.0,0.0,3.5,24.0,0.0,41.0,0.0,0.1
20068,Cereal Grains and Pasta,"Tapioca, pearl, dry",No name,No name,No name,358.0,0.19,0.02,88.69,3.35,0.9,0.0,0.008,0.0,0.0,0.0,4.0,0.0,0.0,0.004,20.0,0.02,1.58,1.0,0.11,7.0,0.8,0.12
11271,Vegetables and Vegetable Products,"Mustard greens, cooked, boiled, drained, without salt",No name,No name,No name,26.0,2.56,0.47,4.51,1.41,2.0,618.0,0.098,0.0,25.3,1.78,9.0,0.433,0.063,0.041,118.0,0.146,0.87,13.0,0.0,42.0,0.6,0.22
19822,Snacks,"Snacks, trail mix, regular, with chocolate chips, unsalted nuts and seeds",No name,No name,No name,484.0,14.2,31.9,44.9,0.0,0.0,13.0,0.259,0.0,1.3,0.0,65.0,4.405,0.224,0.413,109.0,0.8440000000000001,3.39,161.0,1.062,387.0,0.0,3.14
14078,Beverages,"Beverages, PEPSICO, Mountain Dew, Kickstart, Black Cherry",No name,Pepsi-Cola North America,No name,17.0,0.0,0.0,4.23,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
11119,Vegetables and Vegetable Products,"Cabbage, chinese (pe-tsai), raw",No name,No name,Brassica rapa (Pekinensis Group),16.0,1.2,0.2,3.23,1.41,1.2,16.0,0.232,0.0,27.0,0.12,79.0,0.4,0.05,0.04,77.0,0.036000000000000004,0.31,13.0,0.19,29.0,0.6,0.23
11211,Vegetables and Vegetable Products,"Edamame, frozen, unprepared",No name,No name,No name,110.0,10.25,4.73,8.58,2.48,4.8,0.0,0.135,0.0,9.7,0.72,303.0,0.925,0.265,0.15,60.0,0.324,2.11,61.0,1.01,161.0,0.0,1.32
11743,Vegetables and Vegetable Products,"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",No name,No name,No name,28.0,3.1,0.12,5.35,1.47,3.0,51.0,0.13,0.0,40.1,1.32,56.0,0.458,0.081,0.055,33.0,0.034,0.61,13.0,0.223,49.0,0.7,0.28
11311,Vegetables and Vegetable Products,"Peas, green, canned, drained solids, rinsed in tap water",No name,No name,No name,71.0,4.33,0.95,11.82,0.0,0.0,0.0,0.0,0.0,9.3,0.0,30.0,1.012,0.04,0.067,24.0,0.108,1.09,18.0,0.222,65.0,0.0,0.68
10200,Pork Products,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",No name,No name,No name,211.0,27.95,10.14,0.0,0.0,0.0,2.0,0.331,0.44,0.3,0.21,4.0,4.519,0.258,0.5489999999999999,5.0,0.07400000000000001,0.99,19.0,0.01,173.0,45.4,2.16
8087,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain Cheerios",No name,General Mills Inc.,No name,370.0,8.3,4.09,81.4,21.2,8.7,502.0,1.72,5.19,20.7,0.62,1159.0,17.2,1.5,1.29,345.0,0.265,27.89,55.0,2.04,276.0,27.7,12.89
3265,Baby Foods,"Babyfood, juice, apple and grape",No name,No name,No name,46.0,0.1,0.2,11.34,10.9,0.1,0.0,0.034,0.0,31.5,0.0,1.0,0.109,0.021,0.006999999999999999,6.0,0.078,0.39,6.0,0.0,5.0,0.1,0.04
21319,Fast Foods,"McDONALD'S, Hash Brown",No name,McDonald's Corporation,No name,271.0,2.48,16.3,28.56,0.54,2.8,0.0,0.18,0.0,5.6,2.14,0.0,1.733,0.032,0.127,19.0,0.093,0.56,20.0,0.153,99.0,0.4,0.34
43390,Poultry Products,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",No name,No name,No name,208.0,28.1,9.7,0.0,0.0,0.0,0.0,0.41,0.35,0.0,0.34,7.0,5.09,0.18,0.06,26.0,0.093,1.79,25.0,0.0,203.0,30.3,2.96
1265,Dairy and Egg Products,"Cheese, cheddar, nonfat or fat free",No name,No name,No name,157.0,32.14,0.0,7.14,0.0,0.0,60.0,0.045,0.49,0.0,0.06,11.0,0.051,0.221,0.012,893.0,0.021,0.0,16.0,0.0,484.0,14.5,1.82
18615,Baked Products,"MARTHA WHITE FOODS, Martha White's Buttermilk Biscuit Mix, dry",No name,The J.M. Smucker Co.,No name,388.0,7.81,13.23,59.41,4.46,1.5,0.0,0.02,0.16,0.2,0.0,0.0,3.93,0.38,0.49,168.0,0.0,4.06,0.0,0.0,0.0,0.0,0.9
20040,Cereal Grains and Pasta,"Rice, brown, medium-grain, raw",No name,No name,No name,362.0,7.5,2.68,76.17,0.0,3.4,0.0,0.509,0.0,0.0,0.0,20.0,4.308,0.043,0.413,33.0,0.277,1.8,143.0,3.743,264.0,0.0,2.02
23313,Beef Products,"Beef, Australian, Wagyu, rib, small end rib steak/roast, boneless, separable lean only, Aust. marble score 4/5, raw","URMIS #1238, URMIS #1245",No name,No name,234.0,20.35,16.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0
19418,Snacks,"Snacks, sesame sticks, wheat-based, salted",No name,No name,No name,541.0,10.9,36.7,46.5,0.19,2.8,0.0,0.086,0.0,0.0,3.85,22.0,1.5519999999999998,0.063,0.123,170.0,0.406,0.74,45.0,0.904,138.0,17.1,1.17
35156,American Indian/Alaska Native Foods,"Oil, spotted seal (Alaska Native)",No name,No name,No name,894.0,0.0,99.32,0.0,0.0,0.0,1044.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
11928,Vegetables and Vegetable Products,"Tree fern, cooked, with salt",No name,No name,No name,40.0,0.29,0.07,10.78,0.0,3.7,10.0,0.179,0.0,30.0,0.0,15.0,3.5,0.3,0.0,8.0,0.202,0.16,5.0,0.539,4.0,0.9,0.31
35165,American Indian/Alaska Native Foods,"Fish, whitefish, dried (Alaska Native)",No name,No name,No name,371.0,62.44,13.44,0.0,0.0,0.0,39.0,0.365,18.4,0.0,0.66,11.0,11.2,0.438,0.053,810.0,0.18,4.1,85.0,0.23,1040.0,113.0,5.0
7066,Sausages and Luncheon Meats,"Turkey sausage, reduced fat, brown and serve, cooked (include BUTTERBALL breakfast links turkey sausage)",No name,No name,No name,204.0,17.0,10.3,10.92,0.0,0.3,2.0,0.234,0.28,0.0,0.0,23.0,2.137,0.151,0.066,31.0,0.149,1.8,21.0,0.221,164.0,20.8,2.31
8649,Breakfast Cereals,"Cereals ready-to-eat, KASHI GOLEAN CRISP Cinnamon Crumble",No name,"Kellogg, Co.",No name,362.0,22.1,8.19,62.59,18.6,16.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.03,0.11,135.0,0.0,4.59,73.0,0.0,228.0,0.0,0.6
19260,Sweets,"Ice creams, vanilla, light, no sugar added",No name,No name,No name,169.0,3.97,7.45,21.42,6.46,0.0,86.0,0.029,0.52,0.9,0.29,4.0,0.07400000000000001,0.122,0.029,136.0,0.03,0.19,9.0,0.006,75.0,1.9,0.31
1015,Dairy and Egg Products,"Cheese, cottage, lowfat, 2% milkfat",No name,No name,No name,81.0,10.45,2.27,4.76,4.0,0.0,68.0,0.057,0.47,0.0,0.08,8.0,0.103,0.251,0.02,111.0,0.033,0.13,9.0,0.015,150.0,11.9,0.51
5332,Poultry Products,"Chicken, ground, raw",No name,No name,No name,143.0,17.44,8.1,0.04,0.0,0.0,0.0,0.512,0.56,0.0,0.27,1.0,5.575,0.241,0.109,6.0,0.065,0.82,21.0,0.016,178.0,10.2,1.47
3236,Baby Foods,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",No name,No name,No name,63.0,0.3,0.0,17.2,12.0,0.6,7.0,0.033,0.0,3.0,0.29,4.0,0.14400000000000002,0.012,0.021,9.0,0.03,0.21,5.0,0.0,8.0,0.4,0.05
21393,Fast Foods,"Fast foods, hamburger; single, regular patty; double decker bun with condiments and special sauce",No name,No name,No name,259.0,12.17,13.3,22.69,0.0,1.4,0.0,0.076,1.23,0.3,0.09,34.0,3.94,0.227,0.231,103.0,0.101,2.07,24.0,0.235,112.0,25.3,2.38
3089,Baby Foods,"Babyfood, dinner, macaroni and cheese, strained",No name,No name,No name,67.0,3.14,2.11,8.95,1.27,0.7,15.0,0.036000000000000004,0.27,0.1,0.02,15.0,0.516,0.076,0.038,66.0,0.02,0.21,8.0,0.09,86.0,3.8,0.4
23039,Beef Products,"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw","URMIS #1162, Ranch Cut Steak, Beef Value Cut, Center Cut Steak, Triceps Brachii",No name,No name,140.0,21.13,5.51,0.0,0.0,0.0,0.0,0.622,4.68,0.0,0.18,7.0,5.32,0.253,0.093,4.0,0.107,2.64,25.0,0.02,221.0,32.0,5.99
5691,Poultry Products,"Chicken, dark meat, thigh, meat and skin, enhanced, raw",No name,No name,No name,197.0,16.56,14.58,0.0,0.0,0.0,22.0,0.331,0.6,0.0,0.32,3.0,4.458,0.17600000000000002,0.071,8.0,0.046,0.57,16.0,0.008,147.0,17.7,1.24
10079,Pork Products,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",No name,No name,No name,228.0,26.68,12.62,0.0,0.0,0.0,0.0,0.41,0.78,0.3,0.0,5.0,4.314,0.35700000000000004,0.578,9.0,0.128,1.42,20.0,0.041,247.0,38.5,4.07
13982,Beef Products,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","Beef, Chuck, Short Ribs, URMIS #1127",No name,No name,240.0,28.82,13.8,0.0,0.0,0.0,2.0,0.308,3.92,0.0,0.09,7.0,3.523,0.263,0.1,14.0,0.114,3.2,23.0,0.016,201.0,33.9,11.99
21144,Fast Foods,"CHICK-FIL-A, hash browns",No name,Chick-Fil-A,No name,301.0,3.0,18.5,30.51,0.54,3.2,0.0,0.23,0.0,6.2,3.0,0.0,2.407,0.06,0.163,22.0,0.108,0.65,25.0,0.163,100.0,0.4,0.45
21101,Fast Foods,"Fast foods, cheeseburger; triple, regular patty; plain",No name,No name,No name,310.0,18.2,19.17,16.16,3.29,0.5,0.0,0.211,1.56,0.0,0.0,0.0,4.263,0.273,0.14800000000000002,174.0,0.078,2.23,21.0,0.145,196.0,0.0,3.02
19804,Snacks,"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour",No name,No name,No name,523.0,7.0,32.7,56.2,0.0,0.0,31.0,0.23,0.0,1.7,0.0,200.0,6.3,0.48,0.42,131.0,0.166,4.9,77.0,0.774,207.0,6.7,1.06
7039,Sausages and Luncheon Meats,"Lebanon bologna, beef",No name,No name,No name,172.0,19.03,10.44,0.44,0.0,0.0,12.0,0.391,2.9,0.9,0.57,6.0,3.2230000000000003,0.165,0.101,20.0,0.073,2.15,20.0,0.022,192.0,15.7,3.84
13596,Beef Products,"Beef, brisket, flat half, boneless, separable lean only, trimmed to 0"" fat, choice, raw","URMIS #1623, Beef, Brsket, Flat Half",No name,No name,137.0,21.28,5.75,0.0,0.0,0.0,2.0,0.617,1.73,0.0,0.17,3.0,6.452000000000001,0.165,0.07,13.0,0.073,2.04,24.0,0.002,224.0,22.9,5.15
23309,Beef Products,"Beef, Australian, grass-fed, round, top round cap-off steak/roast, boneless, separable lean only, raw","URMIS #1553, URMIS #1454",No name,No name,129.0,22.41,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0
28099,Baked Products,"KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Mint",No name,"Kellogg, Co.",No name,525.0,2.6,27.2,67.6,50.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.6,0.0,0.0,3.0,0.0,0.0
16001,Legumes and Legume Products,"Beans, adzuki, mature seeds, raw",No name,No name,Vigna angularis,329.0,19.87,0.53,62.9,0.0,12.7,1.0,0.35100000000000003,0.0,0.0,0.0,622.0,2.63,0.22,0.455,66.0,1.094,4.98,127.0,1.73,381.0,3.1,5.04
20132,Cereal Grains and Pasta,"Oat flour, partially debranned",No name,No name,No name,404.0,14.66,9.12,65.7,0.8,6.5,0.0,0.125,0.0,0.0,0.7,32.0,1.474,0.125,0.6920000000000001,55.0,0.4370000000000001,4.0,144.0,4.019,452.0,34.0,3.2
3099,Baby Foods,"Babyfood, vegetables, carrots, strained",No name,No name,No name,26.0,0.8,0.1,6.0,3.64,1.7,573.0,0.073,0.0,5.7,0.52,15.0,0.463,0.04,0.023,22.0,0.041,0.37,9.0,0.0,20.0,0.2,0.15
16508,Legumes and Legume Products,"LOMA LINDA Tender Bits, canned, unprepared",No name,"Kellogg, Co.",No name,135.0,15.1,4.6,8.3,0.6,4.3,0.0,0.1,0.1,0.0,0.0,0.0,6.6,0.6,0.5,17.0,0.0,1.6,0.0,0.0,88.0,0.0,1.0
18375,Baked Products,"Leavening agents, yeast, baker's, active dry",No name,No name,No name,325.0,40.44,7.61,41.22,0.0,26.9,0.0,1.5,0.07,0.3,0.0,2340.0,40.2,4.0,10.99,30.0,0.436,2.17,54.0,0.312,637.0,7.9,7.94
18371,Baked Products,"Leavening agents, baking powder, low-sodium",No name,No name,No name,97.0,0.1,0.4,46.9,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4332.0,0.019,8.17,29.0,0.42,6869.0,0.2,0.72
5343,Poultry Products,"Chicken, broilers or fryers, drumstick, meat only, cooked, rotisserie, original seasoning",No name,No name,No name,176.0,28.74,6.81,0.0,0.0,0.0,10.0,0.19,0.49,0.0,0.3,10.0,5.957999999999998,0.237,0.067,21.0,0.092,1.09,24.0,0.023,257.0,38.2,2.96
12698,Nut and Seed Products,"Seeds, sesame butter, tahini, type of kernels unspecified",No name,No name,No name,592.0,17.4,53.01,21.5,0.0,4.7,3.0,0.15,0.0,4.2,0.0,98.0,5.64,0.12,1.59,141.0,1.61,4.42,95.0,0.0,790.0,34.4,4.62
11924,Vegetables and Vegetable Products,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",No name,No name,No name,125.0,13.1,7.1,9.4,0.0,0.8,1.0,0.168,0.0,12.0,0.0,127.0,1.1,0.19,0.42,82.0,0.527,0.4,96.0,1.133,216.0,0.6,2.1
1096,Dairy and Egg Products,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",No name,No name,No name,134.0,6.81,7.56,10.04,10.04,0.0,65.0,0.05,0.16,1.9,0.14,8.0,0.194,0.316,0.047,261.0,0.016,0.19,24.0,0.006,203.0,2.3,0.77
17283,"Lamb, Veal, and Game Products","Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, cooked",No name,No name,No name,201.0,26.71,9.63,0.0,0.0,0.0,0.0,0.394,3.01,0.0,0.0,0.0,5.812,0.36,0.131,16.0,0.153,2.05,24.0,0.014,207.0,11.0,5.14
20105,Cereal Grains and Pasta,"Macaroni, vegetable, dry, enriched",No name,No name,No name,367.0,13.14,1.04,74.88,0.0,4.3,8.0,0.129,0.0,0.0,0.0,460.0,7.3279999999999985,0.525,1.032,34.0,0.2,4.28,46.0,3.846,116.0,0.0,0.76
20422,Cereal Grains and Pasta,"Cornmeal, degermed, unenriched, yellow",No name,No name,No name,370.0,7.11,1.75,79.45,1.61,3.9,11.0,0.182,0.0,0.0,0.12,30.0,1.0,0.05,0.14,3.0,0.076,1.1,32.0,0.174,99.0,10.5,0.66
6440,"Soups, Sauces, and Gravies","Soup, minestrone, canned, prepared with equal volume water",No name,No name,No name,34.0,1.77,1.04,4.66,0.0,0.4,49.0,0.041,0.0,0.5,0.0,21.0,0.391,0.018000000000000002,0.022,14.0,0.051,0.38,3.0,0.152,23.0,0.0,0.31
20058,Cereal Grains and Pasta,"Rice, white, steamed, Chinese restaurant",No name,No name,No name,151.0,3.2,0.27,33.88,0.0,0.9,0.0,0.022,0.0,0.0,0.0,5.0,0.5660000000000001,0.015,0.016,5.0,0.048,0.39,5.0,0.448,33.0,0.0,0.68
5134,Poultry Products,"Chicken, capons, meat and skin and giblets and neck, cooked, roasted",No name,No name,No name,226.0,28.35,11.67,0.04,0.0,0.0,220.0,0.41,0.36,0.4,0.0,26.0,8.415,0.219,0.07,15.0,0.081,1.79,23.0,0.031,239.0,19.3,1.94
6225,"Soups, Sauces, and Gravies","PREGO Pasta, Garlic Supreme Italian Sauce, ready-to-serve",No name,Campbell Soup Co.,No name,85.0,1.54,3.08,13.08,10.0,2.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
14437,Beverages,"Water, bottled, non-carbonated, CALISTOGA",No name,Nestle Waters North America Inc.,No name,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18438,Baked Products,"English muffins, plain, unenriched, with calcium propionate (includes sourdough)",No name,No name,No name,235.0,7.7,1.8,46.0,0.0,2.7,0.0,0.043,0.04,0.0,0.0,37.0,1.5659999999999998,0.154,0.181,174.0,0.129,0.89,21.0,0.35700000000000004,133.0,0.0,0.7
22908,"Meals, Entrees, and Side Dishes","Beef, corned beef hash, with potato, canned",No name,Hormel Foods Corp.,No name,164.0,8.73,10.24,9.27,0.34,1.1,0.0,0.231,0.41,0.9,0.04,7.0,1.5719999999999998,0.05,0.069,19.0,0.0,1.0,13.0,0.084,56.0,7.5,1.4
27034,"Soups, Sauces, and Gravies","CAMPBELL'S, 98% Fat Free Cream of Mushroom Soup, condensed",No name,Campbell Soup Co.,No name,53.0,1.1,1.98,7.63,0.25,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.31,21.0,0.0,27.0,0.0,0.18
1034,Dairy and Egg Products,"Cheese, port de salut",No name,No name,No name,352.0,23.78,28.2,0.57,0.57,0.0,315.0,0.053,1.5,0.0,0.24,18.0,0.06,0.24,0.014,650.0,0.022,0.43,24.0,0.011,360.0,14.5,2.6
28211,Baked Products,"MURRAY, Chocolatey Chip Thins Cookies",No name,"Kellogg, Co.",No name,466.0,7.1,16.4,73.6,23.2,2.0,0.0,0.03,0.0,0.0,0.0,0.0,4.0,0.33,0.52,0.0,0.0,3.3,19.0,0.0,80.0,0.0,0.5
28205,Baked Products,"MOTHER'S, Macaroon Cookies",No name,"Kellogg, Co.",No name,552.0,6.1,34.1,55.7,25.4,4.1,0.0,0.21,0.1,0.0,0.0,0.0,2.3,0.24,0.3,0.0,0.0,2.4,26.0,0.0,116.0,0.0,0.7
21149,Fast Foods,"School Lunch Pizza, TONY'S Breakfast Pizza Sausage- frozen",school lunch,No name,No name,240.0,10.39,10.04,26.99,5.87,2.0,0.0,0.097,1.03,0.0,0.0,0.0,3.125,0.28,0.26,176.0,0.0,2.1,28.0,0.0,210.0,0.0,1.94
13795,Beef Products,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",No name,No name,No name,234.0,18.68,17.15,0.0,0.0,0.0,0.0,0.39,2.95,0.0,0.0,6.0,3.23,0.16,0.1,7.0,0.071,1.91,19.0,0.013,177.0,14.0,3.75
18048,Baked Products,"Bread, raisin, toasted, enriched",No name,No name,No name,297.0,8.6,4.8,56.9,6.18,4.7,0.0,0.068,0.0,0.4,0.31,148.0,3.391,0.39,0.294,72.0,0.215,3.15,28.0,0.545,118.0,21.7,0.78
4654,Fats and Oils,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",No name,No name,No name,884.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11049,Vegetables and Vegetable Products,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",No name,No name,No name,162.0,9.31,0.48,30.88,0.0,8.6,0.0,0.194,0.0,0.7,0.0,34.0,0.632,0.108,0.274,52.0,0.08800000000000001,2.71,54.0,0.493,100.0,1.4,0.69
19802,Snacks,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched",No name,No name,No name,558.0,5.76,35.76,54.1,2.76,2.2,0.0,0.064,0.48,0.0,5.12,180.0,5.7429999999999986,0.2,0.155,58.0,0.063,1.1,20.0,0.095,108.0,3.0,0.6
9092,Fruits and Fruit Juices,"Figs, canned, heavy syrup pack, solids and liquids",No name,No name,No name,88.0,0.38,0.1,22.9,20.7,2.2,2.0,0.07,0.0,1.0,0.12,2.0,0.428,0.037000000000000005,0.022,27.0,0.106,0.28,10.0,0.084,10.0,0.2,0.11
9034,Fruits and Fruit Juices,"Apricots, dried, sulfured, stewed, with added sugar",No name,No name,No name,113.0,1.17,0.15,29.26,0.0,4.1,107.0,0.103,0.0,1.4,0.0,0.0,0.853,0.027000000000000003,0.005,15.0,0.138,1.52,15.0,0.08800000000000001,38.0,0.0,0.24
16359,Legumes and Legume Products,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water",No name,No name,No name,138.0,7.04,2.47,22.87,4.0,6.3,1.0,0.116,0.0,0.1,0.29,41.0,0.125,0.015,0.025,43.0,0.25,0.98,24.0,0.8,80.0,3.1,0.59
11533,Vegetables and Vegetable Products,"Tomatoes, red, ripe, canned, stewed",No name,No name,No name,26.0,0.91,0.19,6.19,3.52,1.0,9.0,0.017,0.0,7.9,0.83,5.0,0.7140000000000001,0.035,0.046,34.0,0.112,1.33,12.0,0.059,20.0,0.6,0.17
23275,Beef Products,"Beef, ribeye petite roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Longissimus dorsi,No name,No name,178.0,28.15,7.31,0.0,0.0,0.0,2.0,0.539,4.01,0.0,0.0,7.0,5.691,0.224,0.057,6.0,0.096,2.68,28.0,0.0,254.0,35.6,7.0
16096,Legumes and Legume Products,"Peanuts, virginia, oil-roasted, with salt",No name,No name,No name,578.0,25.87,48.62,19.86,0.0,8.9,0.0,0.254,0.0,0.0,0.0,125.0,14.7,0.112,0.276,86.0,1.273,1.67,188.0,2.008,506.0,7.5,6.62
20066,Cereal Grains and Pasta,"Semolina, enriched",No name,No name,No name,360.0,12.68,1.05,72.83,0.0,3.9,0.0,0.103,0.0,0.0,0.26,261.0,5.99,0.5710000000000001,0.8109999999999999,17.0,0.189,4.36,47.0,0.619,136.0,89.4,1.05
7065,Sausages and Luncheon Meats,"Pork and beef sausage, fresh, cooked",No name,No name,No name,396.0,13.8,36.25,2.7,0.0,0.0,0.0,0.05,0.43,0.0,0.22,2.0,3.367,0.147,0.35700000000000004,10.0,0.04,1.13,12.0,0.037000000000000005,107.0,14.4,1.87
13345,Beef Products,"Beef, cured, breakfast strips, cooked",No name,No name,No name,449.0,31.3,34.4,1.4,0.0,0.0,0.0,0.31,3.45,0.0,0.29,8.0,6.47,0.26,0.09,9.0,0.116,3.14,27.0,0.017,236.0,26.8,6.37
17364,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, kidney, cooked, soaked and fried",No name,No name,No name,112.0,19.78,3.56,0.18,0.0,0.0,85.0,0.23,55.56,0.0,0.57,0.0,9.064,1.529,0.462,9.0,0.415,14.7,19.0,0.105,312.0,105.0,2.36
5695,Poultry Products,"Turkey, enhanced, dark meat, meat only, cooked, roasted",No name,No name,No name,158.0,26.1,6.0,0.0,0.0,0.0,5.0,0.435,1.65,0.0,0.07,8.0,6.827000000000001,0.335,0.056,16.0,0.128,1.07,24.0,0.017,208.0,31.4,3.4
6167,"Soups, Sauces, and Gravies","Sauce, homemade, white, thick",No name,No name,No name,186.0,3.99,13.83,11.61,3.98,0.3,130.0,0.038,0.26,0.7,0.38,15.0,0.589,0.19,0.08800000000000001,111.0,0.021,0.5,14.0,0.067,96.0,5.2,0.4
7272,Sausages and Luncheon Meats,"CARL BUDDIG, Smoked Sliced Beef",No name,No name,No name,139.0,19.3,6.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,0.24,0.09,14.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0
23554,Beef Products,"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",URMIS #1133,No name,No name,182.0,28.29,6.8,0.0,0.0,0.0,6.0,0.669,3.39,0.0,0.1,7.0,5.481,0.222,0.08900000000000001,12.0,0.104,2.9,25.0,0.013,245.0,31.7,8.04
