ID,FoodGroup,Descrip,CommonName,MfgName,ScientificName,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
14003,Beverages,"Alcoholic beverage, beer, regular, all",No name,No name,No name,43.0,0.46,0.0,3.55,0.0,0.0,0.0,0.046,0.02,0.0,0.0,6.0,0.513,0.025,0.005,4.0,0.005,0.02,6.0,0.008,14.0,0.6,0.01
6016,"Soups, Sauces, and Gravies","Soup, cream of chicken, canned, condensed",No name,No name,No name,90.0,2.38,5.77,7.16,0.54,0.0,43.0,0.0,0.0,0.1,0.54,2.0,0.392,0.046,0.013,14.0,0.128,1.06,4.0,0.068,31.0,1.9,0.29
6014,"Soups, Sauces, and Gravies","CAMPBELL'S Red and White, Broccoli Cheese Soup, condensed",No name,Campbell Soup Co.,No name,81.0,1.61,3.63,9.68,2.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,8.47
18061,Baked Products,"Bread, rye, toasted",No name,No name,No name,284.0,9.4,3.6,53.1,4.23,6.4,0.0,0.07400000000000001,0.0,0.2,0.37,148.0,3.763,0.332,0.382,80.0,0.204,3.1,43.0,0.905,138.0,34.0,1.25
13841,Beef Products,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",No name,No name,No name,333.0,16.03,29.34,0.0,0.0,0.0,0.0,0.29,2.67,0.0,0.0,5.0,2.57,0.13,0.08,8.0,0.058,1.68,15.0,0.011,150.0,15.7,3.67
18104,Baked Products,"Coffeecake, cinnamon with crumb topping, commercially prepared, enriched",No name,No name,No name,418.0,6.8,23.3,46.7,0.0,2.0,33.0,0.027000000000000003,0.18,0.3,0.0,81.0,1.6780000000000002,0.229,0.209,54.0,0.125,1.91,22.0,0.45,108.0,17.2,0.81
3689,Baby Foods,"Babyfood, cereal, oatmeal, prepared with whole milk",No name,No name,No name,116.0,5.0,4.1,15.3,0.0,1.1,22.0,0.06,0.3,1.3,0.0,10.0,5.981,0.563,0.506,220.0,0.094,12.14,35.0,0.0,160.0,0.0,0.92
11946,Vegetables and Vegetable Products,"Pickles, cucumber, sour, low sodium",No name,No name,No name,11.0,0.33,0.2,2.26,1.06,1.2,10.0,0.009000000000000001,0.0,1.0,0.09,1.0,0.0,0.01,0.0,0.0,0.085,0.4,4.0,0.011,14.0,0.0,0.02
6480,"Soups, Sauces, and Gravies","Soup, chicken broth or bouillon, dry, prepared with water",No name,No name,No name,4.0,0.28,0.23,0.3,0.29,0.0,0.0,0.002,0.0,0.0,0.01,1.0,0.041,0.006999999999999999,0.002,6.0,0.01,0.02,2.0,0.003,3.0,0.5,0.01
13474,Beef Products,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",URMIS # 2184,No name,No name,258.0,24.05,17.26,0.0,0.0,0.0,0.0,0.359,2.19,0.0,0.18,7.0,4.242,0.23,0.1,5.0,0.131,3.33,24.0,0.015,197.0,10.9,4.64
18390,Baked Products,"Pancakes, buttermilk, prepared from recipe",No name,No name,No name,227.0,6.8,9.3,28.7,0.0,0.0,30.0,0.045,0.18,0.4,0.0,56.0,1.577,0.292,0.204,157.0,0.052000000000000005,1.7,15.0,0.203,139.0,15.1,0.62
28115,Baked Products,"KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Fudge Covered Pretzels",No name,"Kellogg, Co.",No name,455.0,7.5,17.0,71.3,32.9,3.9,0.0,0.04,0.0,0.0,0.0,0.0,3.6,0.42,0.34,106.0,0.0,5.5,47.0,0.0,89.0,0.0,0.1
7945,Sausages and Luncheon Meats,"Frankfurter, beef, heated","hot dog, frank, wiener",No name,No name,322.0,11.69,29.36,2.66,1.27,0.0,0.0,0.193,1.44,0.0,0.2,10.0,1.827,0.05,0.017,11.0,0.047,1.22,9.0,0.017,139.0,10.8,2.17
14107,Beverages,"Alcoholic Beverage, wine, table, red, Lemberger",No name,No name,No name,80.0,0.07,0.0,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18087,Baked Products,"Cake mix, angelfood, dry",No name,No name,No name,366.0,6.4,0.27,86.13,61.33,0.5,0.0,0.009000000000000001,0.05,0.0,0.0,60.0,0.267,0.267,0.0,153.0,0.094,0.27,11.0,0.142,337.0,12.6,0.16
11826,Vegetables and Vegetable Products,"Pigeonpeas, immature seeds, cooked, boiled, drained, with salt",No name,No name,No name,111.0,5.96,1.36,19.49,2.48,6.2,2.0,0.053,0.0,28.1,0.32,100.0,2.153,0.166,0.35,41.0,0.105,1.57,40.0,0.451,118.0,1.2,0.82
3195,Baby Foods,"Babyfood, cereal, rice, with applesauce and bananas, strained",No name,No name,No name,80.0,1.2,0.4,17.1,2.24,1.0,1.0,0.234,0.0,31.6,0.04,3.0,4.017,0.422,0.26,17.0,0.051,6.73,3.0,0.0,12.0,2.1,0.08
42129,Sausages and Luncheon Meats,"Bologna, beef and pork, low fat",No name,No name,No name,230.0,11.5,19.3,2.6,0.0,0.0,0.0,0.18,1.31,0.0,0.22,5.0,2.54,0.13,0.17,11.0,0.08,0.66,12.0,0.0,181.0,11.2,1.5
17380,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",No name,No name,No name,159.0,25.29,6.44,0.0,0.0,0.0,2.0,0.275,1.58,0.0,0.33,0.0,5.892,0.248,0.107,4.0,0.155,1.71,26.0,0.013,213.0,4.6,3.69
12138,Nut and Seed Products,"Nuts, mixed nuts, oil roasted, without peanuts, without salt added",No name,No name,No name,615.0,15.52,56.17,22.27,0.0,5.5,1.0,0.18,0.0,0.5,0.0,56.0,1.964,0.486,0.504,106.0,1.795,2.57,251.0,1.547,449.0,0.0,4.66
2003,Spices and Herbs,"Spices, basil, dried",No name,No name,Ocimum basilicum,233.0,22.98,4.07,47.75,1.71,37.7,37.0,1.34,0.0,0.8,10.7,310.0,4.9,1.2,0.08,2240.0,2.1,89.8,711.0,9.8,274.0,3.0,7.1
8513,Breakfast Cereals,"Cereals ready-to-eat, GENERAL MILLS, CHOCOLATE LUCKY CHARMS",No name,General Mills Inc.,No name,381.0,5.59,4.4,84.4,36.79,5.3,505.0,1.78,5.4,21.4,0.57,594.0,17.89,1.5,1.29,357.0,0.212,16.1,57.0,0.0,214.0,9.9,13.39
11010,Vegetables and Vegetable Products,"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",No name,No name,No name,45.0,3.11,0.5,9.18,0.84,4.6,1.0,0.087,0.0,5.0,0.16,119.0,0.915,0.158,0.062,21.0,0.061,0.56,31.0,0.273,61.0,0.2,0.36
18086,Baked Products,"Cake, angelfood, commercially prepared",No name,No name,No name,258.0,5.9,0.8,57.8,0.0,1.5,0.0,0.031,0.06,0.0,0.0,57.0,0.883,0.491,0.102,140.0,0.078,0.52,12.0,0.085,324.0,7.3,0.07
3047,Baby Foods,"Babyfood, dinner, beef noodle, strained",No name,No name,No name,63.0,2.44,2.26,8.18,1.42,1.3,36.0,0.036000000000000004,0.19,0.1,0.31,11.0,0.616,0.035,0.035,10.0,0.05,0.41,10.0,0.12,38.0,3.6,0.6
23090,Beef Products,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised","Beef, Chuck, Beef for Stew, URMIS #1100",No name,No name,191.0,32.41,6.82,0.0,0.0,0.0,2.0,0.511,2.73,0.0,0.11,8.0,4.117,0.25,0.075,16.0,0.12,2.96,23.0,0.017,228.0,34.6,8.32
11208,Vegetables and Vegetable Products,"Dandelion greens, cooked, boiled, drained, without salt",No name,No name,No name,33.0,2.0,0.6,6.4,0.5,2.9,342.0,0.16,0.0,18.0,2.44,13.0,0.514,0.175,0.13,140.0,0.115,1.8,24.0,0.23,42.0,0.3,0.28
13294,Beef Products,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw","URMIS #1151, URMIS #1158, Beef, Chuck, Under Blade Pot Roast or Steak",No name,No name,145.0,21.19,6.51,0.39,0.0,0.0,2.0,0.406,3.26,0.0,0.17,4.0,4.29,0.192,0.08,12.0,0.081,2.27,22.0,0.013,200.0,24.4,7.82
17389,"Lamb, Veal, and Game Products","Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",No name,No name,No name,120.0,21.5,3.77,0.0,0.0,0.0,2.0,0.17600000000000002,1.12,0.0,0.33,0.0,6.356,0.162,0.07200000000000001,4.0,0.127,1.55,26.0,0.01,217.0,2.9,2.1
